"Rat_EntrezGene.ID","Mouse_EntrezGene.ID","Log2FC_estimate","SE","pval","CI_lb","CI_ub","Number_Of_Comparisons","FDR","MouseVsRat_EntrezGene.ID","Mouse_Symbol","Mouse_Genetic.Location","Mouse_Genome.Coordinates..mouse..GRCm39.human..GRCh38.","Mouse_Name","Rat_Symbol","Rat_Genetic.Location","Rat_Genome.Coordinates..mouse..GRCm39.human..GRCh38.","Rat_Name"
NA,"66141",2.52549374766816,0.615404099742659,4.06423402247118e-05,1.31932387623426,3.73166361910207,8,0.00329731636668617,"66141_NA","Ifitm3","Chr7  cM","Chr7:140589503-140590657(-)","interferon induced transmembrane protein 3",NA,NA,NA,NA
"298693","100038882",2.84959928514868,0.695396492911435,4.17086253342622e-05,1.48664720406681,4.21255136623056,8,0.00332968297768482,"100038882_298693","Isg15","Chr4  cM","Chr4:156283912-156285253(-)","ISG15 ubiquitin-like modifier","Isg15","Chr5 q36",NA,"ISG15 ubiquitin-like modifier"
"117054","23833",2.23450012690716,0.547082689972414,4.41923863910029e-05,1.16223775799593,3.30676249581838,8,0.0034720199522963,"23833_117054","Cd52","Chr4  cM","Chr4:133820849-133822384(-)","CD52 antigen","Cd52","Chr5 q36",NA,"CD52 molecule"
"360914","231507",2.8778268176944,0.704901176412542,4.45353796867348e-05,1.49624589926591,4.2594077361229,8,0.0034720199522963,"231507_360914","Plac8","Chr5  cM","Chr5:100701591-100720111(-)","placenta-specific 8","Plac8","Chr14 p22",NA,"placenta associated 8"
"310969","99899",3.33853244916448,0.829223921500491,5.67113180436185e-05,1.71328342790445,4.96378147042451,8,0.00416397641720163,"99899_310969","Ifi44","Chr3  cM","Chr3:151436559-151455580(-)","interferon-induced protein 44","Ifi44","Chr2 q45",NA,"interferon-induced protein 44"
"24967","16912",2.44331508939407,0.61068010217427,6.3082342758164e-05,1.24640408305726,3.64022609573088,8,0.00452876761427136,"16912_24967","Psmb9","Chr17  cM","Chr17:34401006-34406347(-)","proteasome (prosome, macropain) subunit, beta type 9 (large multifunctional peptidase 2)","Psmb9","Chr20 p12",NA,"proteasome 20S subunit beta 9"
"245920","15945",3.92127476664739,0.982179610306704,6.5402050611305e-05,1.99623810409667,5.84631142919812,8,0.0045961060778184,"15945_245920","Cxcl10","Chr5  cM","Chr5:92494497-92496748(-)","C-X-C motif chemokine ligand 10","Cxcl10","Chr14 p22",NA,"C-X-C motif chemokine ligand 10"
"245955","19039",2.58141359557357,0.649526809686529,7.05869142016949e-05,1.30836444159478,3.85446274955237,8,0.00470202724314632,"19039_245955","Lgals3bp","Chr11  cM","Chr11:118283573-118292787(-)","lectin, galactoside-binding, soluble, 3 binding protein","Lgals3bp","Chr10 q32.3",NA,"galectin 3 binding protein"
"287562","20293",2.59429434394511,0.655111399378029,7.49242792300034e-05,1.31029959530254,3.87828909258768,8,0.00482367343507228,"20293_287562","Ccl12","Chr11  cM","Chr11:81992671-81994225(+)","C-C motif chemokine ligand 12","Ccl12","Chr10 q26",NA,"C-C motif chemokine ligand 12"
"81780","20304",3.07893638688892,0.793764199916057,0.000104927467792572,1.5231871428362,4.63468563094164,8,0.00596904104722544,"20304_81780","Ccl5","Chr11  cM","Chr11:83416604-83421344(-)","C-C motif chemokine ligand 5","Ccl5","Chr10 q26",NA,"C-C motif chemokine ligand 5"
"65190","58185",3.12576148306879,0.805915746125895,0.000105093275010495,1.54619564608831,4.70532732004927,8,0.00596904104722544,"58185_65190","Rsad2","Chr12  cM","Chr12:26492745-26506451(-)","radical S-adenosyl methionine domain containing 2","Rsad2","Chr6 q16",NA,"radical S-adenosyl methionine domain containing 2"
"303905","80285",2.23252924080357,0.589504107156662,0.000152396802861806,1.07712242203807,3.38793605956907,8,0.00764204872240181,"80285_303905","Parp9","Chr16  cM","Chr16:35759360-35792975(+)","poly (ADP-ribose) polymerase family, member 9","Parp9","Chr11 q22",NA,"poly (ADP-ribose) polymerase family, member 9"
"360733","67775",2.42397838790624,0.642320887148132,0.000160791894096537,1.16505258257809,3.6829041932344,8,0.00781696574601847,"67775_360733","Rtp4","Chr16  cM","Chr16:23339041-23432972(+)","receptor transporter protein 4","Rtp4","Chr11 q23",NA,"receptor (chemosensory) transporter protein 4"
NA,"236312",1.98772321628247,0.534002313058689,0.000197406884830214,0.94109791502636,3.03434851753859,8,0.00912001529500328,"236312_NA","Ifi209","Chr1  cM","Chr1:173458483-173475494(+)","interferon activated gene 209",NA,NA,NA,NA
NA,"107350",2.49083806350315,0.686306612947077,0.000284149959630682,1.14570181977521,3.83597430723109,8,0.0114335985772362,"107350_NA",NA,NA,NA,NA,NA,NA,NA,NA
NA,"209387",2.31015696961096,0.63839441710778,0.000296088257321695,1.05892690414827,3.56138703507365,8,0.0118186588792528,"209387_NA","Trim30d","Chr7  cM","Chr7:104119221-104157056(-)","tripartite motif-containing 30D",NA,NA,NA,NA
"497811","22436",1.767734361944,0.48896974200661,0.000300089893344512,0.809371278081204,2.7260974458068,8,0.0118833216098606,"22436_497811","Xdh","Chr17  cM","Chr17:74190890-74257191(-)","xanthine dehydrogenase","Xdh","Chr6 q13",NA,"xanthine dehydrogenase"
"499801","71586",2.44521542535114,0.678586819047889,0.000314089309834059,1.11520969963368,3.7752211510686,8,0.0122913616581728,"71586_499801","Ifih1","Chr2  cM","Chr2:62426142-62476599(-)","interferon induced with helicase C domain 1","Ifih1","Chr3 q21",NA,"interferon induced with helicase C domain 1"
"498547","108670",1.17236429582011,0.325877356484348,0.00032121280079474,0.533656413733665,1.81107217790655,8,0.0125210255434793,"108670_498547","Epsti1","Chr14  cM","Chr14:78141679-78240096(+)","epithelial stromal interaction 1","Epsti1","Chr15 q11",NA,"epithelial stromal interaction 1"
"25059","15277",0.657787106887645,0.183665847908058,0.000341713505837084,0.29780865979784,1.01776555397745,8,0.0130151109723216,"15277_25059","Hk2","Chr6  cM","Chr6:82702006-82751435(-)","hexokinase 2","Hk2","Chr4 q34",NA,"hexokinase 2"
"29244","14528",0.649798430909687,0.181597891611032,0.000345933295955468,0.293873103683656,1.00572375813572,8,0.0130980387018041,"14528_29244","Gch1","Chr14  cM","Chr14:47391352-47426870(-)","GTP cyclohydrolase 1","Gch1","Chr15 p14",NA,"GTP cyclohydrolase 1"
"24699","19264",1.89143608564788,0.530053586413656,0.000359186328152597,0.852550146400824,2.93032202489493,8,0.0134105254036488,"19264_24699","Ptprc","Chr1  cM","Chr1:137990599-138103446(-)","protein tyrosine phosphatase receptor type C","Ptprc","Chr13 q13",NA,"protein tyrosine phosphatase, receptor type, C"
NA,"66607",1.37696345775793,0.386597813032491,0.000368395819642485,0.619245667712302,2.13468124780357,8,0.0134660142278841,"66607_NA","Ms4a4d","Chr19  cM","Chr19:11514165-11535831(+)","membrane-spanning 4-domains, subfamily A, member 4D",NA,NA,NA,NA
"266708","14938",1.82505544236244,0.515001077352968,0.00039441992655683,0.815671878751292,2.83443900597358,8,0.014006820096479,"14938_266708","Gzma","Chr13  cM","Chr13:113230359-113237515(-)","granzyme A","Gzma","Chr2 q14",NA,"granzyme A"
"171062","72310",1.56427433205057,0.44308476941084,0.000414904004827072,0.695844141907086,2.43270452219405,8,0.0145786164231315,"72310_171062","Nkg7","Chr7  cM","Chr7:43086562-43087670(+)","natural killer cell group 7 sequence","Nkg7","Chr1 q22",NA,"natural killer cell granule protein 7"
"361735","68774",2.66618459231165,0.756627571027745,0.000425446897833909,1.18322180338725,4.14914738123605,8,0.0147313505169775,"68774_361735","Ms4a6d","Chr19  cM","Chr19:11563970-11582150(-)","membrane-spanning 4-domains, subfamily A, member 6D","Ms4a6a","Chr1 q43",NA,"membrane spanning 4-domains A6A"
"499342","60533",2.51408146157261,0.719660784887164,0.000476865711843377,1.10357224210794,3.92459068103728,8,0.0156048887624617,"60533_499342","Cd274","Chr19  cM","Chr19:29344855-29365495(+)","CD274 antigen","Cd274","Chr1 q52",NA,"CD274 molecule"
"286938","107526",1.50514775661324,0.431582890974022,0.000487548681507799,0.659260833960477,2.351034679266,8,0.0158120410977566,"107526_286938","Gimap4","Chr6  cM","Chr6:48661483-48668994(+)","GTPase, IMAP family member 4","Gimap4","Chr4 q24",NA,"GTPase, IMAP family member 4"
"293052","57444",2.1965771330067,0.629890117478161,0.000488035740866723,0.962015188531801,3.4311390774816,8,0.0158120410977566,"57444_293052","Isg20","Chr7  cM","Chr7:78563172-78570144(+)","interferon-stimulated protein","Isg20","Chr1 q31",NA,"interferon stimulated exonuclease gene 20"
"305896","16391",1.86582512393583,0.536415270940949,0.000504563118142779,0.814470512134274,2.91717973573738,8,0.0161898242956488,"16391_305896","Irf9","Chr14  cM","Chr14:55841442-55847487(+)","interferon regulatory factor 9","Irf9","Chr15 p13",NA,"interferon regulatory factor 9"
"66021","13058",1.73150190736284,0.499959753735889,0.000533627652302681,0.751598796320984,2.7114050184047,8,0.016958822746269,"13058_66021","Cybb","ChrX  cM","ChrX:9301493-9354005(-)","cytochrome b-245, beta polypeptide","Cybb","ChrX q12",NA,"cytochrome b-245 beta chain"
"304545","231655",2.33477527323806,0.676325861041856,0.000556147753951684,1.00920094378298,3.66034960269313,8,0.0174521963417731,"231655_304545","Oasl1","Chr5  cM","Chr5:115061299-115075974(+)","2'-5' oligoadenylate synthetase-like 1","Oasl","Chr12 q16",NA,"2'-5'-oligoadenylate synthetase-like"
"362343","243771",2.32292458733451,0.674962561920996,0.000578368817157495,1.00002227505647,3.64582689961254,8,0.0178685524037605,"243771_362343","Parp12","Chr6  cM","Chr6:39063346-39095283(-)","poly (ADP-ribose) polymerase family, member 12","Parp12","Chr4 q23",NA,"poly (ADP-ribose) polymerase family, member 12"
"304966","246256",2.25685165006634,0.656610063575719,0.000587921611561116,0.969919573571376,3.5437837265613,8,0.0180100176253383,"246256_304966","Fcgr4","Chr1  cM","Chr1:170846495-170857330(+)","Fc receptor, IgG, low affinity IV","Fcgr3a","Chr13 q24",NA,"Fc gamma receptor 3A"
NA,"16859",2.22753835927538,0.64864516570035,0.000594436922706793,0.956217195756683,3.49885952279409,8,0.0180373805994158,"16859_NA","Lgals9","Chr11  cM","Chr11:78853805-78875750(-)","lectin, galactose binding, soluble 9",NA,NA,NA,NA
"170496","16819",2.443337620346,0.71300945725873,0.000610748770584597,1.04586476348244,3.84081047720957,8,0.0184495486944937,"16819_170496","Lcn2","Chr2  cM","Chr2:32274649-32277751(-)","lipocalin 2","Lcn2","Chr3 p12",NA,"lipocalin 2"
"24653","18783",0.760858632663895,0.222067124487651,0.000611965188683978,0.325615066517726,1.19610219881006,8,0.0184495486944937,"18783_24653","Pla2g4a","Chr1  cM","Chr1:149705369-149837041(-)","phospholipase A2, group IVA (cytosolic, calcium-dependent)","Pla2g4a","Chr13 q21",NA,"phospholipase A2 group IVA"
"100360801","234311",2.3148361408252,0.676132857946977,0.000617881993301196,0.989640090484985,3.64003219116541,8,0.0185160492827407,"234311_100360801","Ddx60","Chr8  cM","Chr8:62381121-62490735(+)","DExD/H box helicase 60","Ddx60","Chr16",NA,"DEXD/H-box helicase 60"
"294091","15958",2.85687090481594,0.836218141879783,0.000634507160266604,1.21791346351256,4.49582834611932,8,0.0187885666240369,"15958_294091","Ifit2","Chr19  cM","Chr19:34528094-34553819(+)","interferon-induced protein with tetratricopeptide repeats 2","Ifit2","Chr1 q53",NA,"interferon-induced protein with tetratricopeptide repeats 2"
"24968","16913",2.31086989364853,0.676596889937283,0.000636811952378814,0.984764357319643,3.63697542997741,8,0.0188010250674207,"16913_24968","Psmb8","Chr17  cM","Chr17:34417169-34420428(+)","proteasome (prosome, macropain) subunit, beta type 8 (large multifunctional peptidase 7)","Psmb8","Chr20 p12",NA,"proteasome 20S subunit beta 8"
NA,"15042",1.28832184877865,0.377797351322012,0.000649421518912318,0.547852646732879,2.02879105082442,8,0.0189703596249736,"15042_NA","H2-T24","Chr17  cM","Chr17:36316587-36331452(-)","histocompatibility 2, T region locus 24",NA,NA,NA,NA
NA,"14939",2.55567354498974,0.75056423986875,0.000661633086897146,1.08459466676331,4.02675242321617,8,0.0191931295760076,"14939_NA","Gzmb","Chr14  cM","Chr14:56496295-56499717(-)","granzyme B",NA,NA,NA,NA
"293624","54123",2.65891357463018,0.782092159516619,0.000674488289714198,1.12604110938646,4.19178603987391,8,0.0193411455260287,"54123_293624","Irf7","Chr7  cM","Chr7:140843096-140846412(-)","interferon regulatory factor 7","Irf7","Chr1 q41",NA,"interferon regulatory factor 7"
"309621","14960",1.34618384245515,0.396711668899783,0.000690418980573614,0.568643259164801,2.12372442574551,8,0.0195729858157503,"14960_309621","H2-Aa","Chr17  cM","Chr17:34501718-34506797(-)","histocompatibility 2, class II antigen A, alpha","RT1-Ba","Chr20 p12",NA,"RT1 class II, locus Ba"
"287719","70110",2.2642099404215,0.669039905632933,0.000713684608355567,0.952915821160872,3.57550405968212,8,0.020100419886736,"70110_287719","Ifi35","Chr11  cM","Chr11:101339238-101349527(+)","interferon-induced protein 35","Ifi35","Chr10 q31",NA,"interferon-induced protein 35"
"291234","17345",0.556123661232026,0.165015528432833,0.00075132930327189,0.232699168613828,0.879548153850224,8,0.0208930934841612,"17345_291234","Mki67","Chr7  cM","Chr7:135291513-135318090(-)","antigen identified by monoclonal antibody Ki 67","Mki67","Chr1 q41",NA,"marker of proliferation Ki-67"
"170637","67742",1.01427428424004,0.302311473389011,0.00079346679108868,0.421754684284341,1.60679388419574,8,0.0214000138061458,"67742_170637","Samsn1","Chr16  cM","Chr16:75655682-75706154(-)","SAM domain, SH3 domain and nuclear localization signals, 1","Samsn1","Chr11 p11",NA,"SAM domain, SH3 domain and nuclear localization signals, 1"
NA,"14961",1.00744249172975,0.304224919794688,0.000927954195590841,0.411172605732577,1.60371237772693,8,0.0235153472632875,"14961_NA","H2-Ab1","Chr17  cM","Chr17:34482201-34488392(+)","histocompatibility 2, class II antigen A, beta 1",NA,NA,NA,NA
"303903","547253",2.13346410682602,0.645095560012071,0.000942314637124443,0.869100042615666,3.39782817103638,8,0.0236860397074681,"547253_303903","Parp14","Chr16  cM","Chr16:35653244-35691914(-)","poly (ADP-ribose) polymerase family, member 14","Parp14","Chr11 q22",NA,"poly (ADP-ribose) polymerase family, member 14"
"246759","17329",2.54248623131105,0.769313152493758,0.000950176984362359,1.03466015959032,4.05031230303179,8,0.0237881101017657,"17329_246759","Cxcl9","Chr5  cM","Chr5:92469206-92475938(-)","C-X-C motif chemokine ligand 9","Cxcl9","Chr14 p22",NA,"C-X-C motif chemokine ligand 9"
NA,"110454",2.2942086424305,0.695281412925062,0.000967939060234426,0.931482113977254,3.65693517088374,8,0.0238503412950935,"110454_NA","Ly6a","Chr15  cM","Chr15:74866726-74869880(-)","lymphocyte antigen 6 family member A",NA,NA,NA,NA
"494338","217069",1.56044957508227,0.47313035621824,0.000973280178314142,0.63313111690191,2.48776803326262,8,0.0238737593668219,"217069_494338","Trim25","Chr11  cM","Chr11:88890202-88911119(+)","tripartite motif-containing 25","Trim25","Chr10 q26",NA,"tripartite motif-containing 25"
"363938","246728",1.63006831694087,0.495840474087682,0.00101086432230044,0.658238845651747,2.60189778822999,8,0.0244077538872352,"246728_363938","Oas2","Chr5  cM","Chr5:120868398-120887918(-)","2'-5' oligoadenylate synthetase 2","Oas2","Chr12",NA,"2'-5' oligoadenylate synthetase 2"
NA,"68713",1.40627811204416,0.427830243633019,0.00101260748665351,0.567746243026445,2.24480998106187,8,0.0244077538872352,"68713_NA","Ifitm1","Chr7  cM","Chr7:140547342-140549740(+)","interferon induced transmembrane protein 1",NA,NA,NA,NA
"500904","17972",0.956511132796802,0.291707474249031,0.00104172694009097,0.384774989247557,1.52824727634605,8,0.0248100074825006,"17972_500904","Ncf4","Chr15  cM","Chr15:78129001-78146780(+)","neutrophil cytosolic factor 4","Ncf4","Chr7 q34",NA,"neutrophil cytosolic factor 4"
NA,"17857",2.63210914470224,0.803538592462461,0.00105420066418065,1.05720244328781,4.20701584611667,8,0.0249010781093669,"17857_NA","Mx1","Chr16  cM","Chr16:97248235-97264106(-)","MX dynamin-like GTPase 1",NA,NA,NA,NA
"309527","12642",2.04026432727133,0.630192497302764,0.00120571131964142,0.805109729230563,3.27541892531211,8,0.0269167634422858,"12642_309527","Ch25h","Chr19  cM","Chr19:34451183-34452548(-)","cholesterol 25-hydroxylase","Ch25h","Chr1 q53",NA,"cholesterol 25-hydroxylase"
"84586","14190",1.68509293806168,0.523479811337194,0.00128628694332297,0.659091361206956,2.7110945149164,8,0.0278435084759652,"14190_84586","Fgl2","Chr5  cM","Chr5:21577671-21583384(+)","fibrinogen-like protein 2","Fgl2","Chr4 q11",NA,"fibrinogen-like 2"
"140924","16186",2.15309066723886,0.669700177338263,0.00130441402942269,0.84050243921578,3.46567889526194,8,0.0280533353439849,"16186_140924","Il2rg","ChrX  cM","ChrX:100307991-100311861(-)","interleukin 2 receptor, gamma chain","Il2rg","ChrX q22",NA,"interleukin 2 receptor subunit gamma"
NA,"20558",3.23633532946208,1.00738300919609,0.00131531767737058,1.26190091280016,5.210769746124,8,0.0281061137098095,"20558_NA","Slfn4","Chr11  cM","Chr11:83066012-83081042(+)","schlafen 4",NA,NA,NA,NA
"25464","15894",1.90729546159756,0.594483230532028,0.00133510493264891,0.742129740341761,3.07246118285336,8,0.02834683430405,"15894_25464","Icam1","Chr9  cM","Chr9:20927281-20940113(+)","intercellular adhesion molecule 1","Icam1","Chr8 q13",NA,"intercellular adhesion molecule 1"
NA,"60361",2.0731087006943,0.649087286414088,0.00140373107608353,0.800920996499848,3.34529640488874,8,0.0290618929631484,"60361_NA","Ms4a4b","Chr19  cM","Chr19:11420922-11440913(+)","membrane-spanning 4-domains, subfamily A, member 4B",NA,NA,NA,NA
"54287","19106",1.87960760307181,0.588757727416177,0.00141048140642606,0.725663661716452,3.03355154442717,8,0.029080979245301,"19106_54287","Eif2ak2","Chr17  cM","Chr17:79159993-79190002(-)","eukaryotic translation initiation factor 2-alpha kinase 2","Eif2ak2","Chr6 q12",NA,"eukaryotic translation initiation factor 2-alpha kinase 2"
"246239","65221",1.83310621850611,0.575336482814733,0.00144181655891661,0.705467433197285,2.96074500381494,8,0.0296657473019151,"65221_246239","Slc15a3","Chr19  cM","Chr19:10819908-10835279(+)","solute carrier family 15, member 3","Slc15a3","Chr1 q43",NA,"solute carrier family 15 member 3"
"50654","13040",1.47477766892743,0.46421306666997,0.00148837151726448,0.5649367771014,2.38461856075346,8,0.030373127547612,"13040_50654","Ctss","Chr3  cM","Chr3:95434097-95463714(+)","cathepsin S","Ctss","Chr2 q34",NA,"cathepsin S"
"688228","17896",-0.52360605116382,0.164934416082592,0.00150026711435911,-0.846871566496844,-0.200340535830797,8,0.0304689818582991,"17896_688228","Myl4","Chr11  cM","Chr11:104441489-104486579(+)","myosin, light polypeptide 4","Myl4","Chr10",NA,"myosin, light chain 4"
"25383","11810",1.60742128727241,0.506687103817304,0.00151177300710679,0.614332812359588,2.60050976218523,8,0.0304689818582991,"11810_25383","Apobec1","Chr6  cM","Chr6:122554751-122579403(-)","apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1","Apobec1","Chr4 q42",NA,"apolipoprotein B mRNA editing enzyme catalytic subunit 1"
NA,"12983",1.14693198598529,0.362484856521921,0.00155572696819363,0.436474722261157,1.85738924970942,8,0.0308640147427519,"12983_NA","Csf2rb","Chr15  cM","Chr15:78210000-78235201(+)","colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)",NA,NA,NA,NA
"296474","229003",1.60080383922577,0.507704887161665,0.00161590543538423,0.605720545613935,2.59588713283761,8,0.0317423628734238,"229003_296474","Helz2","Chr2  cM","Chr2:180869408-180883820(-)","helicase with zinc finger 2, transcriptional coactivator","Helz2","Chr3 q43",NA,"helicase with zinc finger 2"
"25732","11433",0.503355597547304,0.159861358915574,0.00163997979156718,0.190033091553148,0.81667810354146,8,0.032151981021707,"11433_25732","Acp5","Chr9  cM","Chr9:22038023-22047007(-)","acid phosphatase 5, tartrate resistant","Acp5","Chr8",NA,"acid phosphatase 5, tartrate resistant"
"679787","23845",0.66689338240701,0.211982919545125,0.00165533040968407,0.251414494760913,1.08237227005311,8,0.0323761491192214,"23845_679787","Clec5a","Chr6  cM","Chr6:40551832-40562739(-)","C-type lectin domain family 5, member a","Clec5a","Chr4 q23",NA,"C-type lectin domain containing 5A"
"102548778","671535",1.95461340545829,0.622520220263672,0.00169040578592344,0.734496194093549,3.17473061682303,8,0.0326277743476402,"671535_102548778","Parp10","Chr15  cM","Chr15:76117195-76127640(-)","poly (ADP-ribose) polymerase family, member 10","Parp10","Chr7",NA,"poly (ADP-ribose) polymerase family, member 10"
"24508","16362",2.19424672866867,0.700579242587218,0.00173592409547651,0.821136644881374,3.56735681245597,8,0.0331466458066139,"16362_24508","Irf1","Chr11  cM","Chr11:53660841-53669200(+)","interferon regulatory factor 1","Irf1","Chr10 q22",NA,"interferon regulatory factor 1"
NA,"15950",1.96792084155746,0.629919445417188,0.00178359933989727,0.733301415378325,3.20254026773659,8,0.0336456291357938,"15950_NA","Ifi203","Chr1  cM","Chr1:173747973-173770238(-)","interferon activated gene 203",NA,NA,NA,NA
NA,"20684",1.56063154868764,0.500049003334256,0.00180264217743605,0.580553511647345,2.54070958572793,8,0.0337589718477907,"20684_NA","Sp100","Chr1  cM","Chr1:85577709-85637719(+)","nuclear antigen Sp100",NA,NA,NA,NA
"114709","80876",1.23062249260119,0.395518914792092,0.0018619464959128,0.455419664404322,2.00582532079806,8,0.0343383956656915,"80876_114709","Ifitm2","Chr7  cM","Chr7:140534750-140535900(-)","interferon induced transmembrane protein 2","Ifitm2","Chr1 q41",NA,"interferon induced transmembrane protein 2"
"311580","56045",1.78451128531791,0.573642012073599,0.00186552943082785,0.660193601634561,2.90882896900125,8,0.0343383956656915,"56045_311580","Samhd1","Chr2  cM","Chr2:156939454-156977016(-)","SAM domain and HD domain, 1","Samhd1","Chr3 q42",NA,"SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1"
"64552","17476",1.47948629959161,0.4764910121536,0.00190303723487591,0.545581076813518,2.4133915223697,8,0.034908839277255,"17476_64552","Mpeg1","Chr19  cM","Chr19:12438143-12442647(+)","macrophage expressed gene 1","Mpeg1","Chr1 q43",NA,"macrophage expressed 1"
"85424","13709",0.800931590338984,0.258595677193514,0.00195334935252456,0.29409337648195,1.30776980419602,8,0.0354408603433502,"13709_85424","Elf1","Chr14  cM","Chr14:79718632-79819931(+)","E74 like ETS transcription factor 1","Elf1","Chr15 q12",NA,"E74 like ETS transcription factor 1"
"308901","20821",1.83254387535242,0.591956336938666,0.00196321344402398,0.672330774532381,2.99275697617246,8,0.0355551850415886,"20821_308901","Trim21","Chr7  cM","Chr7:102207127-102214689(-)","tripartite motif-containing 21","Trim21","Chr1 q32",NA,"tripartite motif-containing 21"
"171091","58203",1.7861062679449,0.580854900586908,0.00210529957310741,0.647651582550964,2.92456095333883,8,0.0372905271487614,"58203_171091","Zbp1","Chr2  cM","Chr2:173048405-173060715(-)","Z-DNA binding protein 1","Zbp1","Chr3 q42",NA,"Z-DNA binding protein 1"
"24387","14580",1.18280695384526,0.385394109791114,0.00214716101806085,0.427448378800805,1.93816552888972,8,0.0376723787286957,"14580_24387","Gfap","Chr11  cM","Chr11:102778162-102791368(-)","glial fibrillary acidic protein","Gfap","Chr10 q32.1",NA,"glial fibrillary acidic protein"
