"","Probe","NCBIid","GeneSymbol","GeneName","pvalue","corrected_pvalue","rank","contrast_142941_coefficient","contrast_142941_log2fc","contrast_142941_tstat","contrast_142941_pvalue"
"23","1434380_at","229900","Gbp7","guanylate binding protein 7",0,0,0.0015,5.3415,5.3415,61.1387,0
"24","1422005_at","19106","Eif2ak2","eukaryotic translation initiation factor 2-alpha kinase 2",0,0,0.0015,4.4693,4.4693,78.3288,0
"25","1425156_at","229900","Gbp7","guanylate binding protein 7",0,0,0.0015,4.5549,4.5549,74.281,0
"26","1448632_at","19171","Psmb10","proteasome (prosome, macropain) subunit, beta type 10",0,0,0.0015,3.0481,3.0481,66.8514,0
"27","1420915_at","20846","Stat1","signal transducer and activator of transcription 1",0,0,0.0015,4.1142,4.1142,113.118,0
"28","1418930_at","15945","Cxcl10","C-X-C motif chemokine ligand 10",0,0,0.0015,7.4681,7.4681,93.0598,0
"29","1418580_at","67775","Rtp4","receptor transporter protein 4",0,0,0.0015,4.8869,4.8869,74.9155,0
"30","1418652_at","17329","Cxcl9","C-X-C motif chemokine ligand 9",0,0,0.0015,5.9297,5.9297,55.2184,0
"31","1418191_at","24110","Usp18","ubiquitin specific peptidase 18",0,0,0.0015,6.6605,6.6605,118.3895,0
"32","1416897_at","80285","Parp9","poly (ADP-ribose) polymerase family, member 9",0,0,0.0015,4.0595,4.0595,57.785,0
"33","1435454_a_at","229003","Helz2","helicase with zinc finger 2, transcriptional coactivator",0,0,0.0015,3.6768,3.6768,47.046,0
"34","1423555_a_at","99899","Ifi44","interferon-induced protein 44",0,0,0.0015,6.4617,6.4617,95.1255,0
"35","1418240_at","14469","Gbp2","guanylate binding protein 2",0,0,0.0015,6.3069,6.3069,47.86,0
"36","1418826_at","69774","Ms4a6b","membrane-spanning 4-domains, subfamily A, member 6B",0,0,0.0015,4.8312,4.8312,47.0972,0
"37","1427102_at","20558","Slfn4","schlafen 4",0,0,0.0015,7.5614,7.5614,74.0061,0
"38","1421812_at","21356","Tapbp","TAP binding protein",0,0,0.0015,3.5429,3.5429,81.182,0
"39","1417793_at","54396","Irgm2","immunity-related GTPase family M member 2",0,0,0.0015,5.4903,5.4903,50.2291,0
"40","1450484_a_at","22169","Cmpk2","cytidine/uridine monophosphate kinase 2",0,0,0.0015,3.3712,3.3712,56.9526,0
"41","1418392_a_at","55932","Gbp3","guanylate binding protein 3",0,0,0.0015,5.3187,5.3187,67.3221,0
"42","1417172_at","56791","Ube2l6","ubiquitin-conjugating enzyme E2L 6",0,0,0.0015,3.2165,3.2165,45.2503,0
"43","1416295_a_at","16186","Il2rg","interleukin 2 receptor, gamma chain",0,0,0.0015,5.0937,5.0937,59.4048,0
"44","1448436_a_at","16362","Irf1","interferon regulatory factor 1",0,0,0.0015,2.9966,2.9966,52.1855,0
"45","1431591_s_at","100038882","Isg15","ISG15 ubiquitin-like modifier",0,0,0.0015,6.0054,6.0054,90.1224,0
"46","1417876_at","14129","Fcgr1","Fc receptor, IgG, high affinity I",0,0,0.0015,4.6461,4.6461,46.4335,0
"47","1448940_at","20821","Trim21","tripartite motif-containing 21",0,0,0.0015,3.5028,3.5028,45.4474,0
"48","1417292_at","15953","Ifi47","interferon gamma inducible protein 47",0,0,0.0015,5.9169,5.9169,66.8112,0
"49","1450291_s_at","64380","Ms4a4c","membrane-spanning 4-domains, subfamily A, member 4C",0,0,0.0015,6.7782,6.7782,51.3984,0
"50","1417141_at","16145","Igtp","interferon gamma induced GTPase",0,0,0.0015,5.8586,5.8586,71.459,0
"51","1426774_at","243771","Parp12","poly (ADP-ribose) polymerase family, member 12",0,0,0.0015,4.1177,4.1177,89.4874,0
"52","1453196_a_at","23962","Oasl2","2'-5' oligoadenylate synthetase-like 2",0,0,0.0015,6.6349,6.6349,80.4373,0
"53","1434372_at","107350","AW112010","expressed sequence AW112010",0,0,0.0015,4.3802,4.3802,70.6475,0
"54","1424617_at","70110","Ifi35","interferon-induced protein 35",0,0,0.0015,4.628,4.628,56.636,0
"55","1423754_at","66141","Ifitm3","interferon induced transmembrane protein 3",0,0,0.0015,4.0715,4.0715,57.2102,0
"56","1426906_at","100040462","Mndal","myeloid nuclear differentiation antigen like",0,0,0.0015,5.3571,5.3571,53.5635,0
"57","1422962_a_at","16913","Psmb8","proteasome (prosome, macropain) subunit, beta type 8 (large multifunctional peptidase 7)",0,0,0.0015,4.8703,4.8703,84.7335,0
"58","1421998_at","30935","Tor3a","torsin family 3, member A",0,0,0.0015,3.901,3.901,68.9606,0
"59","1451860_a_at","20128","Trim30a","tripartite motif-containing 30A",0,0,0.0015,5.721,5.721,71.5411,0
"60","1426278_at","76933","Ifi27l2a","interferon, alpha-inducible protein 27 like 2A",0,0,0.0015,6.5828,6.5828,59.3805,0
"61","1419879_s_at","217069","Trim25","tripartite motif-containing 25",0,0,0.0015,3.5173,3.5173,55.8028,0
"62","1419569_a_at","57444","Isg20","interferon-stimulated protein",1.11e-16,3.146e-14,0.0033,4.1381,4.1381,43.7662,0
"63","1448380_at","19039","Lgals3bp","lectin, galactoside-binding, soluble, 3 binding protein",1.11e-16,3.146e-14,0.0033,4.5153,4.5153,43.6658,0
"64","1425065_at","246728","Oas2","2'-5' oligoadenylate synthetase 2",1.11e-16,3.146e-14,0.0033,2.9595,2.9595,41.9219,2.22e-16
"65","1422782_s_at","142980","Tlr3","toll-like receptor 3",1.11e-16,3.146e-14,0.0033,2.9346,2.9346,42.5812,0
"66","1426084_a_at","208263","Tor1aip1","torsin A interacting protein 1",1.11e-16,3.146e-14,0.0033,1.7914,1.7914,43.1718,0
"67","1448757_at","18854","Pml","promyelocytic leukemia",1.11e-16,3.146e-14,0.0033,2.2583,2.2583,43.5411,0
"68","1451905_a_at","17857","Mx1","MX dynamin-like GTPase 1",1.11e-16,3.146e-14,0.0033,6.2854,6.2854,41.9249,2.22e-16
"69","1424067_at","15894","Icam1","intercellular adhesion molecule 1",1.11e-16,3.146e-14,0.0033,3.6201,3.6201,42.7377,0
"70","1451564_at","547253","Parp14","poly (ADP-ribose) polymerase family, member 14",1.11e-16,3.146e-14,0.0033,4.3883,4.3883,42.285,2.22e-16
"71","1429947_a_at","58203","Zbp1","Z-DNA binding protein 1",2.22e-16,5.531e-14,0.0038,3.9771,3.9771,40.4147,2.22e-16
"72","1438948_x_at","12257","Tspo","translocator protein",2.22e-16,5.531e-14,0.0038,4.5564,4.5564,40.8157,2.22e-16
"73","1421322_a_at","16391","Irf9","interferon regulatory factor 9",2.22e-16,5.531e-14,0.0038,2.6797,2.6797,40.3371,2.22e-16
"74","1449289_a_at","12010","B2m","beta-2 microglobulin",2.22e-16,5.531e-14,0.0038,3.1685,3.1685,40.6508,2.22e-16
"75","1419714_at","60533","Cd274","CD274 antigen",2.22e-16,5.531e-14,0.0038,4.8693,4.8693,41.3421,2.22e-16
"76","1421228_at","20306","Ccl7","C-C motif chemokine ligand 7",2.22e-16,5.531e-14,0.0038,3.3379,3.3379,40.3065,2.22e-16
"77","1424354_at","68487","Tmem140","transmembrane protein 140",2.22e-16,5.531e-14,0.0038,3.9493,3.9493,40.3097,2.22e-16
"78","1452178_at","671535","Parp10","poly (ADP-ribose) polymerase family, member 10",2.22e-16,5.531e-14,0.0038,3.5994,3.5994,40.8388,2.22e-16
"79","1422124_a_at","19264","Ptprc","protein tyrosine phosphatase receptor type C",2.22e-16,5.531e-14,0.0038,4.39,4.39,40.7341,2.22e-16
"80","1450454_at","30935","Tor3a","torsin family 3, member A",2.22e-16,5.531e-14,0.0038,3.4291,3.4291,40.8482,2.22e-16
"81","1425974_a_at","217069","Trim25","tripartite motif-containing 25",2.22e-16,5.531e-14,0.0038,3.4556,3.4556,40.8017,2.22e-16
"82","1449591_at","12363","Casp4","caspase 4, apoptosis-related cysteine peptidase",3.331e-16,7.948e-14,0.0041,4.1369,4.1369,39.1498,4.441e-16
"83","1436058_at","58185","Rsad2","radical S-adenosyl methionine domain containing 2",3.331e-16,7.948e-14,0.0041,5.397,5.397,39.3166,4.441e-16
"84","1424339_at","231655","Oasl1","2'-5' oligoadenylate synthetase-like 1",3.331e-16,7.948e-14,0.0041,3.6406,3.6406,39.5546,2.22e-16
"85","1421008_at","58185","Rsad2","radical S-adenosyl methionine domain containing 2",3.331e-16,7.948e-14,0.0041,5.4628,5.4628,39.4537,2.22e-16
"86","1452428_a_at","12010","B2m","beta-2 microglobulin",4.441e-16,1.038e-13,0.0043,2.9037,2.9037,38.4601,4.441e-16
"87","1416016_at","21354","Tap1","transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)",5.551e-16,1.284e-13,0.0043,4.3694,4.3694,38.2233,4.441e-16
"88","1434438_at","56045","Samhd1","SAM domain and HD domain, 1",1.11e-15,2.492e-13,0.0044,2.6353,2.6353,36.3579,1.11e-15
"89","1427747_a_at","16819","Lcn2","lipocalin 2",1.11e-15,2.492e-13,0.0044,4.4916,4.4916,36.2313,1.11e-15
"90","1422781_at","142980","Tlr3","toll-like receptor 3",1.332e-15,2.961e-13,0.0045,2.7352,2.7352,35.8598,1.332e-15
"91","1450234_at","73656","Ms4a6c","membrane-spanning 4-domains, subfamily A, member 6C",1.443e-15,3.176e-13,0.0045,3.731,3.731,35.5566,1.554e-15
"92","1417426_at","19073","Srgn","serglycin",1.554e-15,3.356e-13,0.0046,2.9627,2.9627,35.4788,1.554e-15
"93","1451544_at","213233","Tapbpl","TAP binding protein-like",1.554e-15,3.356e-13,0.0046,2.0828,2.0828,35.3691,1.554e-15
"94","1452087_at","108670","Epsti1","epithelial stromal interaction 1",1.665e-15,3.496e-13,0.0047,3.7866,3.7866,35.2739,1.776e-15
"95","1437503_a_at","66940","Shisa5","shisa family member 5",1.665e-15,3.496e-13,0.0047,1.7734,1.7734,35.3039,1.554e-15
"96","1428346_at","231712","Trafd1","TRAF type zinc finger domain containing 1",1.665e-15,3.496e-13,0.0047,1.7914,1.7914,35.3356,1.554e-15
"97","1436996_x_at","17110","Lyz1","lysozyme 1",1.776e-15,3.661e-13,0.0048,3.4382,3.4382,35.1263,1.776e-15
"98","1451969_s_at","235587","Parp3","poly (ADP-ribose) polymerase family, member 3",1.776e-15,3.661e-13,0.0048,3.7795,3.7795,35.096,1.776e-15
"99","1426210_x_at","235587","Parp3","poly (ADP-ribose) polymerase family, member 3",1.887e-15,3.82e-13,0.0049,3.3079,3.3079,35.0173,1.776e-15
"100","1417056_at","19186","Psme1","proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)",1.887e-15,3.82e-13,0.0049,2.7506,2.7506,35.0112,1.776e-15
"101","1426970_a_at","74153","Uba7","ubiquitin-like modifier activating enzyme 7",2.331e-15,4.636e-13,0.005,2.6709,2.6709,34.4887,2.22e-15
"102","1449858_at","12524","Cd86","CD86 antigen",2.331e-15,4.636e-13,0.005,3.4756,3.4756,34.488,2.22e-15
"103","1450165_at","20556","Slfn2","schlafen 2",2.554e-15,5.034e-13,0.0051,2.7711,2.7711,34.2887,2.442e-15
"104","1419599_s_at","68774","Ms4a6d","membrane-spanning 4-domains, subfamily A, member 6D",2.887e-15,5.593e-13,0.0051,4.611,4.611,33.9604,2.887e-15
"105","1419026_at","13163","Daxx","Fas death domain-associated protein",2.887e-15,5.593e-13,0.0051,2.2454,2.2454,33.9442,2.887e-15
"106","1460218_at","23833","Cd52","CD52 antigen",3.109e-15,5.972e-13,0.0052,3.976,3.976,33.7903,3.109e-15
"107","1451321_a_at","71684","Rbm43","RNA binding motif protein 43",3.22e-15,6.082e-13,0.0053,2.2412,2.2412,33.6903,3.331e-15
"108","1451426_at","80861","Dhx58","DExH-box helicase 58",3.331e-15,6.24e-13,0.0053,3.0795,3.0795,33.5988,3.331e-15
"109","1427874_at","81018","Rnf114","ring finger protein 114",3.442e-15,6.395e-13,0.0054,1.3275,1.3275,33.5338,3.553e-15
"110","1416695_at","12257","Tspo","translocator protein",3.886e-15,7.047e-13,0.0055,2.9559,2.9559,33.2388,3.997e-15
"111","1439426_x_at","17110","Lyz1","lysozyme 1",3.886e-15,7.047e-13,0.0055,3.3673,3.3673,33.2582,3.997e-15
"112","1433428_x_at","21817","Tgm2","transglutaminase 2, C polypeptide",4.108e-15,7.275e-13,0.0056,4.0163,4.0163,33.1643,3.997e-15
"113","1456251_x_at","12257","Tspo","translocator protein",4.108e-15,7.275e-13,0.0056,4.374,4.374,33.1666,3.997e-15
"114","1416625_at","12258","Serping1","serine (or cysteine) peptidase inhibitor, clade G, member 1",4.108e-15,7.275e-13,0.0056,4.2095,4.2095,33.1328,4.219e-15
"115","1451755_a_at","11810","Apobec1","apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1",4.663e-15,8.131e-13,0.0057,2.3148,2.3148,32.867,4.663e-15
"116","1424921_at","69550","Bst2","bone marrow stromal cell antigen 2",5.773e-15,9.99e-13,0.0058,4.5946,4.5946,32.3775,5.773e-15
"117","1421578_at","20303","Ccl4","C-C motif chemokine ligand 4",5.884e-15,1.003e-12,0.0058,2.7564,2.7564,32.3386,5.773e-15
"118","1419272_at","17874","Myd88","myeloid differentiation primary response gene 88",5.884e-15,1.003e-12,0.0058,2.892,2.892,32.3018,5.995e-15
"119","1455899_x_at","12702","Socs3","suppressor of cytokine signaling 3",6.328e-15,1.055e-12,0.006,4.1675,4.1675,32.1732,6.217e-15
"120","1454169_a_at","108670","Epsti1","epithelial stromal interaction 1",7.216e-15,1.194e-12,0.006,3.6597,3.6597,31.8647,7.105e-15
"121","1421009_at","58185","Rsad2","radical S-adenosyl methionine domain containing 2",7.327e-15,1.204e-12,0.0061,5.9104,5.9104,31.819,7.327e-15
"122","1456212_x_at","12702","Socs3","suppressor of cytokine signaling 3",7.661e-15,1.249e-12,0.0061,4.3373,4.3373,31.7223,7.772e-15
"123","1418892_at","80837","Rhoj","ras homolog family member J",7.772e-15,1.258e-12,0.0062,2.0556,2.0556,31.6851,7.772e-15
"124","1418674_at","18414","Osmr","oncostatin M receptor",8.438e-15,1.357e-12,0.0062,3.1971,3.1971,31.5271,8.438e-15
"125","1426587_a_at","20848","Stat3","signal transducer and activator of transcription 3",8.549e-15,1.365e-12,0.0063,2.0365,2.0365,31.4877,8.438e-15
"126","1423954_at","12266","C3","complement component 3",8.771e-15,1.39e-12,0.0063,4.0088,4.0088,31.4232,8.882e-15
"127","1455900_x_at","21817","Tgm2","transglutaminase 2, C polypeptide",1.021e-14,1.586e-12,0.0064,3.9475,3.9475,31.0899,1.021e-14
"128","1438716_at","209387","Trim30d","tripartite motif-containing 30D",1.033e-14,1.592e-12,0.0065,4.0451,4.0451,31.0669,1.044e-14
"129","1425119_at","23961","Oas1b","2'-5' oligoadenylate synthetase 1B",1.055e-14,1.615e-12,0.0065,1.4609,1.4609,31.0295,1.066e-14
"130","1419676_at","17858","Mx2","MX dynamin-like GTPase 2",1.11e-14,1.689e-12,0.0066,2.6051,2.6051,30.9187,1.11e-14
"131","1448775_at","15950","Ifi203","interferon activated gene 203",1.155e-14,1.745e-12,0.0066,3.739,3.739,30.8355,1.155e-14
"132","1452925_a_at","69104","Marchf5","membrane associated ring-CH-type finger 5",1.188e-14,1.783e-12,0.0067,1.128,1.128,30.7773,1.177e-14
"133","1416714_at","15900","Irf8","interferon regulatory factor 8",1.21e-14,1.805e-12,0.0067,2.8363,2.8363,30.7289,1.221e-14
"134","1420671_x_at","64380","Ms4a4c","membrane-spanning 4-domains, subfamily A, member 4C",1.221e-14,1.809e-12,0.0067,3.5733,3.5733,30.7199,1.221e-14
"135","1451798_at","16181","Il1rn","interleukin 1 receptor antagonist",1.255e-14,1.847e-12,0.0068,3.5799,3.5799,30.6474,1.266e-14
"136","1452519_a_at","22695","Zfp36","zinc finger protein 36",1.366e-14,1.972e-12,0.0069,1.8247,1.8247,30.4712,1.377e-14
"137","1438629_x_at","14824","Grn","granulin",1.366e-14,1.972e-12,0.0069,2.1794,2.1794,30.4792,1.354e-14
"138","1451335_at","231507","Plac8","placenta-specific 8",1.377e-14,1.975e-12,0.007,5.8634,5.8634,30.467,1.377e-14
"139","1437277_x_at","21817","Tgm2","transglutaminase 2, C polypeptide",1.532e-14,2.184e-12,0.007,3.8683,3.8683,30.233,1.532e-14
"140","1417495_x_at","12870","Cp","ceruloplasmin",1.721e-14,2.438e-12,0.0071,2.2265,2.2265,29.9896,1.71e-14
"141","1419480_at","20343","Sell","selectin, lymphocyte",1.843e-14,2.595e-12,0.0071,1.9877,1.9877,29.8487,1.843e-14
"142","1421679_a_at","12575","Cdkn1a","cyclin dependent kinase inhibitor 1A",1.91e-14,2.672e-12,0.0071,1.8248,1.8248,29.7666,1.91e-14
"143","1427059_at","223693","Tmem184b","transmembrane protein 184b",1.965e-14,2.733e-12,0.0072,1.1457,1.1457,29.7151,1.954e-14
"144","1419697_at","56066","Cxcl11","chemokine (C-X-C motif) ligand 11",2.01e-14,2.778e-12,0.0072,5.8177,5.8177,29.6648,2.021e-14
"145","1428843_at","69104","Marchf5","membrane associated ring-CH-type finger 5",2.109e-14,2.863e-12,0.0074,1.2125,1.2125,29.568,2.109e-14
"146","1427091_at","98999","Znfx1","zinc finger, NFX1-type containing 1",2.442e-14,3.296e-12,0.0074,2.4162,2.4162,29.2618,2.442e-14
"147","1417346_at","66824","Pycard","PYD and CARD domain containing",2.498e-14,3.351e-12,0.0075,2.6888,2.6888,29.2178,2.509e-14
"148","1426221_at","67776","Vwa5a","von Willebrand factor A domain containing 5A",2.576e-14,3.435e-12,0.0075,2.6068,2.6068,29.1564,2.576e-14
"149","1423986_a_at","66940","Shisa5","shisa family member 5",2.964e-14,3.93e-12,0.0075,2.0478,2.0478,28.871,2.975e-14
"150","1460700_at","20848","Stat3","signal transducer and activator of transcription 3",3.375e-14,4.448e-12,0.0076,1.7131,1.7131,28.6109,3.375e-14
"151","1426133_a_at","69028","Mitd1","MIT, microtubule interacting and transport, domain containing 1",3.73e-14,4.888e-12,0.0076,2.186,2.186,28.4127,3.73e-14
"152","1453851_a_at","23882","Gadd45g","growth arrest and DNA-damage-inducible 45 gamma",3.819e-14,4.976e-12,0.0077,1.6692,1.6692,28.3637,3.819e-14
"153","1435394_s_at","11853","Rhoc","ras homolog family member C",4.263e-14,5.523e-12,0.0077,1.9339,1.9339,28.1461,4.263e-14
"154","1440865_at","213002","Ifitm6","interferon induced transmembrane protein 6",4.818e-14,6.206e-12,0.0078,3.0713,3.0713,27.9094,4.818e-14
"155","1423467_at","60361","Ms4a4b","membrane-spanning 4-domains, subfamily A, member 4B",4.952e-14,6.342e-12,0.0078,4.9616,4.9616,27.852,4.952e-14
"156","1453913_a_at","21355","Tap2","transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)",5.018e-14,6.391e-12,0.0079,3.4365,3.4365,27.8294,5.018e-14
"157","1418340_at","14127","Fcer1g","Fc receptor, IgE, high affinity I, gamma polypeptide",5.251e-14,6.613e-12,0.0079,3.0171,3.0171,27.7392,5.262e-14
"158","1420635_a_at","27060","Tcirg1","T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3",5.507e-14,6.859e-12,0.008,1.5256,1.5256,27.6493,5.507e-14
"159","1452676_a_at","71701","Pnpt1","polyribonucleotide nucleotidyltransferase 1",5.662e-14,7.014e-12,0.0081,1.7796,1.7796,27.5941,5.662e-14
"160","1451006_at","22436","Xdh","xanthine dehydrogenase",5.806e-14,7.154e-12,0.0081,2.7886,2.7886,27.5458,5.795e-14
"161","1448749_at","56193","Plek","pleckstrin",6.206e-14,7.605e-12,0.0082,1.9906,1.9906,27.419,6.195e-14
"162","1425405_a_at","56417","Adar","adenosine deaminase, RNA-specific",6.95e-14,8.47e-12,0.0082,1.7494,1.7494,27.2022,6.95e-14
"163","1436899_at","72580","Zup1","zinc finger containing ubiquitin peptidase 1",7.039e-14,8.533e-12,0.0082,1.7523,1.7523,27.1771,7.039e-14
"164","1416382_at","13032","Ctsc","cathepsin C",8.26e-14,9.96e-12,0.0083,3.309,3.309,26.8736,8.26e-14
"165","1422959_s_at","81018","Rnf114","ring finger protein 114",8.904e-14,1.068e-11,0.0083,1.2058,1.2058,26.7323,8.904e-14
"166","1417540_at","13709","Elf1","E74 like ETS transcription factor 1",9.071e-14,1.082e-11,0.0084,1.7353,1.7353,26.6992,9.059e-14
"167","1426808_at","16854","Lgals3","lectin, galactose binding, soluble 3",9.248e-14,1.098e-11,0.0084,5.2021,5.2021,26.6633,9.237e-14
"168","1418115_s_at","240832","Tor1aip2","torsin A interacting protein 2",9.548e-14,1.127e-11,0.0085,1.254,1.254,26.6028,9.548e-14
"169","1423760_at","12505","Cd44","CD44 antigen",9.692e-14,1.133e-11,0.0086,3.4421,3.4421,26.5738,9.703e-14
"170","1419764_at","12655","Chil3","chitinase-like 3",9.67e-14,1.133e-11,0.0085,4.0599,4.0599,26.5795,9.659e-14
"171","1448148_at","14824","Grn","granulin",9.892e-14,1.147e-11,0.0086,2.5316,2.5316,26.5363,9.903e-14
"172","1427736_a_at","54199","Ccrl2","C-C motif chemokine receptor-like 2",9.914e-14,1.147e-11,0.0086,1.2939,1.2939,26.5321,9.925e-14
"173","1418265_s_at","16363","Irf2","interferon regulatory factor 2",1.016e-13,1.169e-11,0.0087,1.485,1.485,26.487,1.017e-13
"174","1450403_at","20847","Stat2","signal transducer and activator of transcription 2",1.026e-13,1.174e-11,0.0087,2.6398,2.6398,26.4697,1.026e-13
"175","1415989_at","22329","Vcam1","vascular cell adhesion molecule 1",1.101e-13,1.255e-11,0.0088,1.9387,1.9387,26.3372,1.101e-13
"176","1417190_at","59027","Nampt","nicotinamide phosphoribosyltransferase",1.192e-13,1.352e-11,0.0088,2.0456,2.0456,26.1922,1.192e-13
"177","1417500_a_at","21817","Tgm2","transglutaminase 2, C polypeptide",1.292e-13,1.457e-11,0.0089,3.5716,3.5716,26.045,1.292e-13
"178","1424776_a_at","246696","Slc25a28","solute carrier family 25, member 28",1.51e-13,1.686e-11,0.009,0.8855,0.8855,25.7615,1.51e-13
"179","1416576_at","12702","Socs3","suppressor of cytokine signaling 3",1.583e-13,1.759e-11,0.009,2.7899,2.7899,25.6769,1.583e-13
"180","1417601_at","50778","Rgs1","regulator of G-protein signaling 1",1.618e-13,1.789e-11,0.009,2.4875,2.4875,25.6377,1.616e-13
"181","1455393_at","12870","Cp","ceruloplasmin",1.671e-13,1.83e-11,0.0091,2.1075,2.1075,25.5797,1.67e-13
"182","1448607_at","59027","Nampt","nicotinamide phosphoribosyltransferase",1.719e-13,1.873e-11,0.0092,1.5418,1.5418,25.5288,1.719e-13
"183","1417314_at","14962","Cfb","complement factor B",1.85e-13,1.992e-11,0.0093,2.7554,2.7554,25.3976,1.85e-13
"184","1419060_at","14939","Gzmb","granzyme B",1.854e-13,1.992e-11,0.0093,4.77,4.77,25.3933,1.854e-13
"185","1423870_at","108909","Aida","axin interactor, dorsalization associated",2.064e-13,2.197e-11,0.0094,1.699,1.699,25.2024,2.065e-13
"186","1450678_at","16414","Itgb2","integrin beta 2",2.066e-13,2.197e-11,0.0094,3.0903,3.0903,25.2007,2.067e-13
"187","1426716_at","100121","Tdrd7","tudor domain containing 7",2.074e-13,2.197e-11,0.0094,1.7499,1.7499,25.194,2.074e-13
"188","1460220_a_at","12977","Csf1","colony stimulating factor 1 (macrophage)",2.27e-13,2.394e-11,0.0095,1.5982,1.5982,25.0344,2.272e-13
"189","1449455_at","15162","Hck","hemopoietic cell kinase",2.418e-13,2.538e-11,0.0095,3.2654,3.2654,24.924,2.418e-13
"190","1418465_at","17972","Ncf4","neutrophil cytosolic factor 4",2.542e-13,2.656e-11,0.0096,2.0559,2.0559,24.8363,2.542e-13
"191","1416296_at","16186","Il2rg","interleukin 2 receptor, gamma chain",2.69e-13,2.797e-11,0.0096,3.2224,3.2224,24.7384,2.689e-13
"192","1417574_at","20315","Cxcl12","C-X-C motif chemokine ligand 12",2.744e-13,2.841e-11,0.0097,-1.8411,-1.8411,-24.7031,2.744e-13
"193","1452289_a_at","71956","Rnf135","ring finger protein 135",3.213e-13,3.311e-11,0.0097,1.8938,1.8938,24.4311,3.213e-13
"194","1419481_at","20343","Sell","selectin, lymphocyte",3.344e-13,3.418e-11,0.0097,2.082,2.082,24.3626,3.344e-13
"195","1448605_at","11853","Rhoc","ras homolog family member C",3.347e-13,3.418e-11,0.0098,1.8948,1.8948,24.3609,3.348e-13
"196","1417685_at","11736","Ankfy1","ankyrin repeat and FYVE domain containing 1",3.529e-13,3.572e-11,0.0099,1.1626,1.1626,24.2703,3.531e-13
"197","1417898_a_at","14938","Gzma","granzyme A",3.554e-13,3.581e-11,0.0099,4.1545,4.1545,24.2588,3.553e-13
"198","1426509_s_at","14580","Gfap","glial fibrillary acidic protein",3.95e-13,3.962e-11,0.01,2.6006,2.6006,24.0788,3.95e-13
"199","1418718_at","66102","Cxcl16","C-X-C motif chemokine ligand 16",4.039e-13,4.033e-11,0.01,1.562,1.562,24.0414,4.039e-13
